CLE_ECO,REG_ECOL,LONGITUDE,LATITUDE,ALTITUDE,EXPOSITION,VERSANT,SITUATION,FORME_PENT,CLASS_PENT,FORCE_PENT,PENT_ARRI,HUMUS,HUMUS_EPAI,INDURATION,PIER_PRC,DENSITE,CLASSE_AGE,SUBMERSION,SEEPAGE
31004203,1a,-72.95842487,45.25711662,70,Totale,B,0,R,A,0,0,MR,7,NO,0,C,50,10,NON_SP
31004204,1a,-72.95805776,45.25623749,70,Totale,B,0,R,A,0,0,AN,24,NO,0,C,50,20,NON_SP
31004205,1a,-72.95665829,45.25289228,70,Totale,B,0,R,A,0,0,MD,9,NO,40,C,50,10,NON_SP
31004206,1a,-72.95639438,45.2522611,70,Totale,B,0,R,A,3,0,MD,7,NO,70,A,30,10,NON_SP
31004301,1a,-73.07210241,45.49241849,120,N,M,5,R,C,15,3,MD,5,NO,45,B,JIN,10,NON_SP
31004302,1a,-73.07074757,45.49103214,170,N,M,5,R,D,26,2,MD,12,NO,45,B,VIN,10,NON_SP
31004303,1a,-73.06923095,45.4894787,240,N,M,8,C,B,6,3,MR,9,NO,40,A,VIN,10,NON_SP
31004304,1a,-73.0674867,45.48769491,250,N,M,5,R,C,15,2,MD,5,NO,35,A,VIN,10,NON_SP
31004305,1a,-73.06460975,45.48475048,290,Totale,H,0,R,A,3,0,MD,6,NO,35,C,120,10,NON_SP
31004306,1a,-73.0638145,45.48393759,285,N,H,3,I,C,13,0,MD,11,NO,3,C,VIN,10,NON_SP
31004401,1a,-73.10459521,45.46566615,45,Totale,B,0,R,A,0,0,MU,16,NO,25,A,VIN,10,NON_SP
31004402,1a,-73.10153144,45.46530006,45,Totale,B,0,R,A,0,0,MD,5,NO,10,A,30,10,NON_SP
31004403,1a,-73.09706303,45.46476697,55,N,B,5,R,A,3,3,TO,12,NO,30,NO,NO,10,NON_SP
31004404,1a,-73.0932671,45.46431259,60,Totale,B,0,R,A,0,0,MU,14,NO,40,C,70,10,NON_SP
31004405,1a,-73.09050852,45.46398329,65,S,B,5,R,A,3,3,MD,14,NO,45,A,30,10,NON_SP
31004406,1a,-73.08708242,45.46357052,70,O,B,5,R,B,7,3,MD,5,NO,45,A,VIN,10,NON_SP
31004501,1a,-73.20509134,45.38451039,40,Totale,B,0,R,A,0,0,MD,7,NO,20,B,50,10,NON_SP
31004502,1a,-73.20198609,45.38842123,40,Totale,B,0,R,A,0,0,MD,7,NO,40,B,JIN,10,NON_SP
31004503,1a,-73.20079128,45.38992538,40,Totale,B,0,R,A,0,0,MU,18,NO,2,C,90,10,NON_SP
31004504,1a,-73.19952168,45.3915238,40,Totale,B,0,R,A,0,0,MU,18,NO,40,A,JIN,10,NON_SP
31004601,1a,-73.41477824,45.41435221,15,Totale,B,0,R,A,0,0,SO,99,NO,0,NO,NO,10,NON_SP
31004602,1a,-73.41411547,45.41355534,15,Totale,B,0,R,A,0,0,SO,99,NO,0,NO,NO,10,NON_SP
31004603,1a,-73.41255167,45.41167795,15,Totale,B,0,R,A,0,0,SO,90,NO,0,NO,NO,10,NON_SP
31004604,1a,-73.41112745,45.40996712,15,Totale,B,0,R,A,0,0,MU,22,NO,1,C,JIN,10,NON_SP
31004605,1a,-73.40932915,45.40781055,15,Totale,B,0,R,A,0,0,MU,24,NO,1,A,JIN,10,NON_SP
31004606,1a,-73.40789237,45.40608617,15,Totale,B,0,R,A,0,0,MU,19,NO,2,B,JIN,10,NON_SP
31004701,1a,-73.26943057,45.42929136,30,Totale,B,0,R,A,0,0,MU,10,NO,5,B,30,10,NON_SP
31004702,1a,-73.27030015,45.42807381,30,Totale,B,0,R,A,0,0,MU,7,NO,5,C,30,10,NON_SP
31004703,1a,-73.27166728,45.42616436,30,Totale,B,0,R,A,0,0,MU,7,NO,5,B,10,10,NON_SP
31004704,1a,-73.27223354,45.42537362,30,Totale,B,0,R,A,0,0,MU,11,NO,5,C,10,10,NON_SP
31004705,1a,-73.27454308,45.4235335,30,Totale,B,0,R,A,0,0,MU,10,NO,0,B,10,10,NON_SP
31004706,1a,-73.27549371,45.42237006,30,Totale,B,0,R,A,0,0,MU,17,NO,5,D,10,10,NON_SP
31004707,1a,-73.27640335,45.42126052,30,Totale,B,0,R,A,0,0,MU,12,NO,10,NO,10,10,NON_SP
31004801,1a,-73.32264034,45.49201592,30,E,B,5,R,B,5,0,MU,11,NO,15,B,50,10,NON_SP
31004802,1a,-73.32418169,45.49160888,30,Totale,B,0,R,A,0,0,MD,6,FR,10,A,JIN,10,NON_SP
31004803,1a,-73.32603873,45.49111681,30,Totale,B,0,R,A,0,0,MU,23,NO,10,B,50,10,NON_SP
31004804,1a,-73.32968109,45.49015046,30,Totale,B,0,R,A,0,0,MD,4,NO,15,A,50,10,NON_SP
31004805,1a,-73.33385187,45.4890453,30,Totale,B,0,R,A,0,0,MU,10,NO,10,C,50,10,NON_SP
31004806,1a,-73.33659335,45.48832038,30,Totale,B,0,R,A,0,0,MU,10,NO,10,B,30,10,NON_SP
31004901,1a,-74.19853858,45.54545079,65,E,B,5,X,B,7,0,MD,7,NO,0,B,JIN,10,NON_SP
31004902,1a,-74.19670499,45.54526402,65,Totale,B,5,X,B,5,0,MD,4,OC,0,B,JIN,10,NON_SP
31004903,1a,-74.19369112,45.54490443,65,N,B,4,R,B,4,0,MD,11,NO,0,A,JIN,10,NON_SP
31004904,1a,-74.19181848,45.54466384,65,O,B,4,R,B,7,0,MD,8,NO,1,A,JIN,10,NON_SP
31004905,1a,-74.189535,45.5443357,65,Totale,B,0,R,A,1,0,MD,7,NO,35,B,90,10,NON_SP
31004906,1a,-74.18677875,45.54409136,65,E,B,5,R,A,3,0,MD,10,NO,30,B,VIN,10,NON_SP
31005001,1a,-73.97042703,45.38582557,30,Totale,B,0,R,A,0,0,MD,12,NO,0,A,JIN,10,NON_SP
31005002,1a,-73.96859819,45.38554513,30,Totale,B,0,R,A,0,0,MU,10,NO,35,D,50,10,NON_SP
31005003,1a,-73.96428759,45.38443341,40,N,M,5,R,C,13,3,MD,10,NO,60,B,JIN,10,NON_SP
31005004,1a,-73.96238688,45.38409017,50,N,M,5,R,B,7,2,MD,7,NO,80,D,10,10,NON_SP
31005005,1a,-73.95994061,45.3837851,45,Totale,H,0,R,A,0,0,MD,6,NO,65,C,30,10,NON_SP
31005006,1a,-73.95719008,45.38330572,45,Totale,B,0,R,A,0,0,MD,12,NO,25,A,JIN,10,NON_SP
31005101,1a,-73.10977809,45.32229119,20,Totale,B,0,R,A,0,0,MU,23,NO,10,B,30,10,NON_SP
31005102,1a,-73.11139928,45.3217658,60,Totale,B,0,R,A,0,0,NO,NO,NO,35,B,30,10,NON_SP
31005103,1a,-73.11453011,45.32075055,60,Totale,B,0,R,A,0,0,MD,10,NO,15,B,50,10,NON_SP
31005104,1a,-73.11734163,45.31984214,60,Totale,B,0,R,A,1,0,MR,18,NO,35,A,70,10,NON_SP
31005105,1a,-73.12127275,45.31856842,60,Totale,B,0,R,A,0,0,MD,1,NO,10,B,30,10,NON_SP
31005106,1a,-73.12338785,45.31788251,60,Totale,B,0,R,A,0,0,MU,1,NO,30,A,10,10,NON_SP
31005201,1a,-73.36402574,45.31386463,40,Totale,B,3,X,A,1,0,MD,6,NO,55,B,30,10,NON_SP
31005202,1a,-73.3656715,45.31635023,40,Totale,B,0,R,A,0,0,MU,16,NO,1,A,30,10,NON_SP
31005203,1a,-73.36619456,45.31714273,40,Totale,B,0,R,A,3,0,MU,8,NO,45,B,30,10,NON_SP
31005204,1a,-73.3705567,45.31869553,40,Totale,B,0,R,A,0,0,MU,15,NO,5,B,JIN,10,NON_SP
31005205,1a,-73.37140191,45.32037475,40,Totale,B,0,R,A,0,0,MU,15,NO,20,B,50,10,NON_SP
31005206,1a,-73.37223288,45.32202695,40,Totale,B,0,R,A,0,0,MU,26,NO,35,A,JIN,10,NON_SP
31005301,1a,-73.51077016,45.27561484,60,Totale,B,0,R,A,0,0,NO,NO,NO,2,NO,NO,10,NON_SP
31005302,1a,-73.51122544,45.2778285,60,Totale,B,0,R,A,0,0,MD,1,NO,20,B,VIN,10,NON_SP
31005303,1a,-73.51141762,45.27876435,60,Totale,B,0,R,A,0,0,MU,14,NO,25,B,VIN,10,NON_SP
31005304,1a,-73.51210382,45.28209833,60,Totale,B,0,R,A,0,0,MU,24,NO,35,B,30,10,NON_SP
31005305,1a,-73.5122717,45.2829127,55,Totale,B,0,R,A,0,0,MU,12,NO,35,C,VIN,10,NON_SP
31005306,1a,-73.51291932,45.2860622,55,Totale,B,0,R,A,0,0,NO,NO,NO,35,B,30,10,NON_SP
31005401,1a,-74.52639638,45.60627863,50,Totale,B,0,R,A,0,0,MD,2,NO,60,D,30,10,NON_SP
31005402,1a,-74.52702592,45.60705582,50,Totale,B,0,R,A,0,0,MU,11,NO,65,C,50,10,NON_SP
31005403,1a,-74.52929217,45.60969892,50,Totale,B,0,R,A,0,0,MU,1,NO,15,B,30,21,NON_SP
31005404,1a,-74.53153431,45.61241417,55,O,B,5,R,A,3,3,MD,8,NO,45,D,70,10,NON_SP
31005405,1a,-74.53420849,45.61560238,60,Totale,B,0,R,A,0,0,SO,46,NO,0,D,50,10,NON_SP
31005406,1a,-74.53518051,45.61686233,65,S,B,5,R,B,8,0,SO,99,NO,0,A,50,10,NON_SP
31005501,1a,-74.47876878,45.60916218,70,S,B,7,R,A,2,1,MU,12,NO,25,B,JIN,10,NON_SP
31005502,1a,-74.47747596,45.60928123,70,Totale,B,0,R,A,0,0,MD,8,NO,30,B,70,10,NON_SP
31005503,1a,-74.47583796,45.60945721,70,S,B,7,R,B,5,0,MD,12,NO,55,A,JIN,10,NON_SP
31005504,1a,-74.47302154,45.60969719,70,S,B,5,R,A,3,1,MD,12,NO,1,A,30,10,NON_SP
31005505,1a,-74.46586579,45.61034281,70,Totale,B,0,R,A,2,0,SO,99,NO,0,D,30,20,NON_SP
31005506,1a,-74.46228197,45.610697,70,Totale,B,0,R,A,0,0,SO,54,NO,0,NO,NO,10,NON_SP
31005601,1a,-74.30965948,45.55448044,130,E,M,5,R,B,5,2,MD,4,NO,60,A,VIN,10,NON_SP
31005602,1a,-74.31179982,45.55546406,130,N,H,4,R,B,8,0,MD,5,NO,65,A,JIN,10,NON_SP
31005603,1a,-74.31441761,45.5566872,110,N,H,5,R,D,19,2,MU,7,NO,90,A,JIN,10,NON_SP
31005604,1a,-74.31560396,45.55723664,100,N,M,5,R,B,7,3,MU,11,NO,75,A,JIN,10,NON_SP
31005605,1a,-74.31728094,45.5580525,90,N,M,5,R,C,11,3,MU,11,NO,45,D,VIN,10,NON_SP
31005606,1a,-74.3194976,45.55898145,70,N,B,5,R,C,9,3,MD,6,NO,50,A,JIN,10,NON_SP
31005607,1a,-74.32223218,45.56028455,35,N,B,5,R,D,16,3,MU,19,NO,45,B,JIN,10,SP
31005701,1a,-74.31375504,45.59950597,80,Totale,B,0,R,A,0,0,MU,9,NO,0,B,JIN,10,NON_SP
31005702,1a,-74.31301947,45.59827844,80,Totale,B,0,R,A,0,0,MU,15,NO,0,A,50,10,NON_SP
31005703,1a,-74.31236369,45.5972483,75,N,B,5,X,D,30,0,MD,7,NO,0,A,JIN,10,NON_SP
31005704,1a,-74.31066824,45.5943359,60,Totale,B,0,R,A,2,0,MD,8,NO,0,B,JIN,10,NON_SP
31005705,1a,-74.30982886,45.59301011,60,Totale,B,0,R,A,2,0,MD,10,NO,0,A,50,10,NON_SP
31005706,1a,-74.30891043,45.59153189,55,S,B,7,R,B,4,1,MD,7,NO,0,A,50,10,NON_SP
31005801,1a,-74.36362639,45.27496428,55,Totale,B,0,R,A,1,0,MD,7,NO,0,A,JIN,10,NON_SP
31005802,1a,-74.36179167,45.27424024,55,Totale,B,0,R,A,0,0,MD,7,NO,0,B,JIN,10,NON_SP
31005803,1a,-74.35980897,45.27345879,55,Totale,B,0,R,A,0,0,MD,12,NO,0,B,JIN,10,NON_SP
31005804,1a,-74.35665162,45.27221368,55,Totale,B,0,R,A,1,0,MD,12,NO,0,D,30,10,NON_SP
31005805,1a,-74.35406589,45.27119368,55,Totale,B,0,R,A,0,0,MD,9,OC,0,B,30,10,NON_SP
31005806,1a,-74.35114839,45.27004562,55,Totale,B,0,R,A,1,0,MD,4,NO,2,B,50,10,NON_SP
31005901,1a,-74.45397648,45.33554033,80,S,M,5,R,A,3,0,MD,5,NO,35,B,30,10,NON_SP
31005902,1a,-74.453333,45.33462784,80,Totale,B,0,R,A,0,0,SO,68,NO,0,B,50,30,NON_SP
31005903,1a,-74.45089279,45.33116568,80,Totale,B,0,R,A,0,0,SO,64,NO,0,D,JIN,10,NON_SP
31005904,1a,-74.44802009,45.32969577,75,N,M,5,R,A,2,3,MD,5,NO,55,C,30,10,NON_SP
31005905,1a,-74.44667669,45.32851909,75,S,M,4,R,B,4,0,MD,3,NO,30,NO,10,10,NON_SP
31006001,1a,-74.01274832,45.56959759,50,N,B,5,R,B,6,2,NO,NO,NO,10,NO,NO,10,NON_SP
31006002,1a,-74.01184506,45.56747804,60,N,B,5,R,A,3,1,MD,21,NO,15,A,50,10,NON_SP
31006003,1a,-74.0111918,45.56607722,60,Totale,B,0,R,A,1,0,MU,27,NO,55,A,50,10,NON_SP
31006004,1a,-74.01082438,45.56511604,65,Totale,B,0,R,A,0,0,NO,NO,NO,8,B,30,10,NON_SP
31006005,1a,-74.00938518,45.56179308,75,N,B,5,R,B,6,2,MU,20,OD,25,A,VIN,10,NON_SP
31006006,1a,-74.00869329,45.56035643,80,N,B,5,R,B,4,2,MU,9,NO,15,A,90,10,NON_SP
31006101,1a,-74.09400763,45.50069463,110,E,M,5,I,D,18,2,MD,8,NO,70,C,JIN,10,NON_SP
31006102,1a,-74.09023312,45.50304029,120,N,M,4,I,C,9,0,MD,10,NO,70,A,VIN,10,NON_SP
31006103,1a,-74.08724562,45.50489587,100,Totale,B,0,R,A,0,0,SO,99,NO,0,A,70,10,NON_SP
31006104,1a,-74.0837412,45.50707796,115,S,M,4,X,D,16,1,MD,11,NO,20,A,VIN,10,NON_SP
31006105,1a,-74.0822874,45.50798072,100,O,B,5,X,C,9,0,MR,6,NO,25,A,30,10,NON_SP
31006201,1a,-74.16058892,45.56252149,60,Totale,B,0,R,A,1,0,MU,10,NO,15,A,JIN,10,NON_SP
31006202,1a,-74.1606079,45.56414108,60,Totale,B,0,R,A,0,0,MU,11,NO,45,D,30,10,NON_SP
31006203,1a,-74.16054454,45.56529323,60,Totale,B,0,R,A,1,0,MU,21,NO,45,A,30,10,NON_SP
31006204,1a,-74.16052858,45.56720997,55,Totale,B,0,R,A,1,0,MU,32,NO,55,B,JIN,10,NON_SP
31006205,1a,-74.16043954,45.56945107,50,Totale,B,0,R,A,0,0,MU,14,NO,20,B,JIN,10,NON_SP
31006206,1a,-74.16038303,45.57118808,50,Totale,B,0,R,A,1,0,MU,12,NO,25,B,JIN,10,NON_SP
31006301,1a,-74.28522855,45.4491324,180,E,M,5,I,D,18,0,MD,18,NO,85,B,30,10,NON_SP
31006302,1a,-74.28609969,45.45108808,190,N,M,5,I,A,3,1,MD,12,NO,60,B,10,10,NON_SP
31006303,1a,-74.28701115,45.45313797,195,E,M,5,R,B,6,3,MD,10,NO,70,A,VIN,10,NON_SP
31006304,1a,-74.28757785,45.45441185,210,E,H,5,I,C,11,3,MD,12,NO,75,B,VIN,10,NON_SP
31006305,1a,-74.28871047,45.45695512,210,N,H,4,X,C,9,1,MD,6,NO,65,B,50,10,NON_SP
31006306,1a,-74.28976794,45.45933242,170,N,M,5,R,C,9,3,MU,38,NO,75,A,JIN,10,NON_SP
31006401,1a,-74.28330162,45.42564246,110,S,M,5,R,B,5,1,MU,13,NO,45,C,JIN,10,NON_SP
31006402,1a,-74.28131981,45.42377084,110,S,M,5,R,B,4,3,MD,6,NO,25,NO,NO,10,NON_SP
31006403,1a,-74.27866334,45.42126488,110,O,M,5,R,B,5,0,MD,9,NO,20,A,70,10,NON_SP
31006404,1a,-74.27683519,45.4195406,105,S,M,5,R,B,6,1,MD,22,NO,25,A,VIN,10,NON_SP
31006405,1a,-74.2753643,45.41815132,90,S,M,5,R,D,26,3,MD,20,NO,80,A,30,10,NON_SP
31006406,1a,-74.27386258,45.41673523,70,S,B,7,R,B,8,3,MD,25,NO,1,B,70,10,NON_SP
31006501,1a,-74.07962794,45.39413325,40,N,B,4,R,C,12,0,MU,9,NO,0,B,50,10,NON_SP
31006502,1a,-74.08146787,45.39638705,40,Totale,B,0,R,A,1,0,MD,7,NO,0,B,50,10,NON_SP
31006503,1a,-74.08382501,45.39927708,40,Totale,B,0,R,A,0,0,MD,20,OD,0,B,JIN,10,NON_SP
31006504,1a,-74.08500569,45.40072431,40,Totale,B,0,R,A,3,0,MD,7,NO,0,A,JIN,10,NON_SP
31006505,1a,-74.08575081,45.40163835,40,Totale,B,0,R,A,0,0,MD,7,NO,0,A,70,10,NON_SP
31006601,1a,-74.18654451,45.47153108,30,N,B,5,R,C,12,1,MD,10,NO,3,C,70,10,NON_SP
31006602,1a,-74.18506045,45.46903391,40,N,B,7,R,C,12,1,NO,NO,NO,1,A,10,20,NON_SP
31006603,1a,-74.18422003,45.46761718,50,N,B,4,R,F,70,0,MD,8,NO,0,B,90,10,NON_SP
31006604,1a,-74.18287057,45.46534414,70,Totale,M,0,R,A,0,0,MD,5,NO,2,B,30,10,NON_SP
31006605,1a,-74.18183164,45.46359564,75,Totale,M,0,R,A,0,0,MD,3,NO,0,D,30,10,NON_SP
31006606,1a,-74.17991015,45.46035863,80,Totale,M,0,R,A,0,0,MD,8,NO,4,B,JIN,10,NON_SP
31006701,1a,-74.20147154,45.40510763,100,Totale,B,0,R,A,0,0,MD,8,NO,15,A,JIN,10,NON_SP
31006702,1a,-74.20044987,45.40291824,100,Totale,B,0,R,A,0,0,NO,NO,NO,5,NO,NO,10,NON_SP
31006703,1a,-74.20008291,45.40213311,100,Totale,B,0,R,A,0,0,MR,15,NO,10,B,JIN,20,NON_SP
31006704,1a,-74.19928481,45.40042377,100,Totale,B,0,R,A,0,0,MR,15,NO,2,B,30,20,NON_SP
31006705,1a,-74.19751046,45.39662371,100,Totale,B,0,R,A,0,0,MD,12,NO,0,A,30,10,NON_SP
31006706,1a,-74.19633341,45.39410678,100,E,B,4,X,B,4,0,MD,6,NO,5,A,JIN,10,NON_SP
31006801,1a,-74.42559504,45.38987385,80,N,B,5,R,B,5,1,NO,NO,NO,10,B,30,10,NON_SP
31006802,1a,-74.42411412,45.38899947,85,N,B,5,R,A,3,0,MD,12,NO,25,B,JIN,10,NON_SP
31006803,1a,-74.4214009,45.38740164,85,Totale,B,0,R,A,0,0,NO,NO,NO,3,B,10,10,NON_SP
31006804,1a,-74.41990906,45.3865228,90,Totale,B,0,R,A,0,0,MU,7,NO,4,C,50,10,NON_SP
31006805,1a,-74.41856736,45.38573273,90,Totale,B,0,R,A,2,0,MD,5,NO,5,C,30,10,NON_SP
31006806,1a,-74.41699488,45.3848095,90,E,B,4,I,B,6,0,MD,9,NO,0,B,70,10,NON_SP
31006901,1a,-74.32099722,45.11653321,50,Totale,B,0,R,A,0,0,MU,13,NO,0,C,70,21,NON_SP
31006902,1a,-74.32152185,45.11798278,50,Totale,B,0,R,A,0,0,MU,13,NO,0,D,70,10,NON_SP
31006903,1a,-74.32302606,45.12214301,50,Totale,B,0,R,A,0,0,MU,14,NO,0,B,50,21,NON_SP
31006904,1a,-74.32334662,45.1230271,50,Totale,B,0,R,A,0,0,MU,20,NO,0,A,70,21,NON_SP
31006905,1a,-74.32373406,45.12409969,50,Totale,B,0,R,A,0,0,MU,11,NO,0,B,90,21,NON_SP
31006906,1a,-74.32402654,45.1249075,50,Totale,B,0,R,A,0,0,SO,99,NO,0,A,90,21,NON_SP
31007001,1a,-74.38671709,45.03963044,70,O,M,5,R,C,9,1,MU,9,NO,50,C,50,10,NON_SP
31007002,1a,-74.38476257,45.04022155,70,Totale,B,0,R,A,2,0,MU,10,NO,15,C,90,10,NON_SP
31007003,1a,-74.38317092,45.04070633,70,Totale,B,0,R,A,0,0,MU,12,NO,4,D,70,10,NON_SP
31007004,1a,-74.37882901,45.0420222,70,Totale,B,0,R,A,0,0,MU,19,NO,4,A,30,10,NON_SP
31007005,1a,-74.37425887,45.04340715,70,S,B,4,R,B,5,0,MD,7,NO,0,C,JIN,10,NON_SP
31007006,1a,-74.37291238,45.04381342,70,Totale,B,0,R,A,0,0,MD,22,NO,0,C,50,10,NON_SP
31007101,1a,-74.21395901,45.10191366,60,Totale,B,0,R,A,0,0,MU,9,NO,10,A,JIN,10,NON_SP
31007102,1a,-74.21298121,45.09984098,60,Totale,B,0,R,A,0,0,MU,9,NO,18,B,JIN,10,NON_SP
31007103,1a,-74.21197147,45.097701,60,Totale,B,0,R,A,1,0,MU,6,NO,60,A,JIN,10,NON_SP
31007104,1a,-74.21076243,45.0951393,60,E,B,4,R,B,5,0,MU,9,NO,35,A,10,10,NON_SP
31007105,1a,-74.21019117,45.09392798,60,S,B,5,R,B,5,1,MU,9,NO,40,NO,10,10,NON_SP
31007106,1a,-74.20974101,45.09297237,60,Totale,B,0,R,A,1,0,MU,10,NO,20,NO,10,10,NON_SP
31007201,1a,-74.12943759,45.03078227,60,Totale,B,0,R,A,0,0,MD,4,NO,30,D,30,10,NON_SP
31007202,1a,-74.13143978,45.03157665,60,Totale,B,0,R,A,0,0,MD,9,NO,60,B,90,10,NON_SP
31007203,1a,-74.13342295,45.03236659,60,N,B,5,R,B,5,2,MD,17,NO,50,B,90,10,NON_SP
31007204,1a,-74.13478471,45.03290798,60,N,B,5,R,B,4,3,MD,13,NO,40,C,30,10,NON_SP
31007205,1a,-74.13651678,45.03359577,60,N,B,5,R,A,3,3,MR,16,NO,45,C,30,10,NON_SP
31007206,1a,-74.14248197,45.03596965,60,N,B,5,R,C,9,2,MD,9,NO,35,B,VIN,10,NON_SP
31007301,1a,-74.03007328,45.07212348,60,S,B,4,R,B,4,0,MD,7,NO,45,B,50,10,NON_SP
31007302,1a,-74.02629819,45.07255489,60,N,B,5,R,B,7,0,MD,7,NO,55,B,10,10,NON_SP
31007303,1a,-74.0237501,45.07284558,60,Totale,B,0,R,A,0,0,TO,20,NO,70,NO,10,20,NON_SP
31007304,1a,-74.02188831,45.07306108,60,Totale,B,0,X,B,4,0,MU,9,NO,50,B,10,10,NON_SP
31007305,1a,-74.01641421,45.07368891,60,Totale,B,0,X,A,0,0,MD,17,NO,60,A,VIN,10,NON_SP
31007306,1a,-74.01389539,45.07397924,60,Totale,B,0,R,A,0,0,TO,20,NO,60,B,VIN,10,NON_SP
31007401,1a,-73.79909489,45.17022036,50,Totale,B,0,R,A,2,0,MU,5,NO,35,A,50,10,NON_SP
31007402,1a,-73.80210375,45.17024844,50,Totale,B,0,R,A,2,1,MR,8,NO,65,A,VIN,10,NON_SP
31007403,1a,-73.80530621,45.17027592,50,Totale,B,0,R,A,0,0,MR,11,NO,10,A,30,10,NON_SP
31007404,1a,-73.80789404,45.17030047,50,Totale,B,3,X,A,0,0,MD,5,NO,75,A,30,10,NON_SP
31007405,1a,-73.80979287,45.17031783,50,N,B,5,R,B,5,1,MD,9,NO,70,A,70,10,NON_SP
31007406,1a,-73.81295005,45.17034972,50,Totale,B,0,R,A,0,0,MU,16,NO,15,A,30,10,NON_SP
31007501,1a,-73.58646682,45.15360271,65,Totale,B,0,R,A,0,0,SO,99,NO,0,B,50,10,NON_SP
31007502,1a,-73.58428817,45.15476521,65,Totale,B,0,R,A,0,0,SO,99,NO,0,A,50,10,NON_SP
31007503,1a,-73.58186241,45.15605833,65,N,B,4,R,A,2,3,MU,14,NO,55,A,30,10,NON_SP
31007504,1a,-73.57737476,45.15845068,65,O,B,4,R,B,4,1,MU,16,NO,35,A,30,10,NON_SP
31007505,1a,-73.57624912,45.15904987,65,E,B,4,R,B,5,1,MU,21,NO,25,A,JIN,10,NON_SP
31007506,1a,-73.57524182,45.15958598,65,N,B,3,R,B,4,2,MU,16,NO,20,B,70,10,NON_SP
31007601,1a,-74.03170639,45.19093127,50,Totale,B,0,R,A,0,0,MD,5,NO,60,C,30,10,NON_SP
31007602,1a,-74.02984924,45.19128636,50,Totale,B,0,I,A,0,0,MD,5,NO,45,C,30,10,NON_SP
31007603,1a,-74.02480456,45.19225904,50,Totale,B,0,R,A,0,0,MU,6,NO,10,B,JIN,10,NON_SP
31007604,1a,-74.0218781,45.19242094,50,Totale,B,0,R,A,0,0,MD,8,NO,45,A,70,10,NON_SP
31007605,1a,-74.0200758,45.19278461,50,Totale,B,0,R,A,0,0,MD,10,NO,55,B,30,10,NON_SP
31007606,1a,-74.01876776,45.19305153,50,Totale,B,0,R,A,0,0,MD,6,NO,40,A,30,10,NON_SP
31007701,1a,-73.72337246,45.14564638,55,O,B,5,R,B,4,1,MD,12,NO,50,A,30,10,NON_SP
31007702,1a,-73.72650065,45.1457392,55,Totale,B,0,R,A,0,0,MU,9,NO,30,B,30,10,NON_SP
31007703,1a,-73.72900926,45.14581519,55,Totale,B,0,R,A,1,0,MR,7,NO,40,A,50,10,NON_SP
31007704,1a,-73.7315294,45.1458911,50,N,B,5,R,B,5,0,MU,11,NO,45,D,50,10,NON_SP
31007705,1a,-73.73410199,45.14596685,50,Totale,B,0,R,A,0,0,MU,14,NO,5,NO,NO,10,NON_SP
31007706,1a,-73.73569993,45.14604866,55,N,B,5,R,A,3,0,MD,2,NO,20,NO,NO,10,NON_SP
31007801,1a,-73.68718964,45.22559044,50,Totale,B,0,R,A,2,0,NO,NO,NO,15,NO,NO,10,NON_SP
31007802,1a,-73.68740168,45.22702541,50,Totale,B,0,R,A,1,0,MU,14,NO,65,B,90,10,NON_SP
31007803,1a,-73.68771752,45.22916212,50,Totale,B,0,R,A,3,0,MU,10,NO,70,A,50,10,NON_SP
31007804,1a,-73.68812213,45.23189711,45,Totale,B,6,R,B,4,1,MU,14,NO,75,A,90,10,NON_SP
31007805,1a,-73.68877878,45.23633696,40,Totale,B,0,R,A,0,0,SO,71,NO,0,B,90,10,NON_SP
31007806,1a,-73.68885613,45.23685877,40,Totale,B,0,R,A,0,0,SO,75,NO,0,B,JIN,10,NON_SP
31007901,1a,-73.93052184,45.21267144,45,Totale,B,0,R,A,0,0,MD,5,NO,30,C,30,10,NON_SP
31007902,1a,-73.93623898,45.2154304,45,Totale,B,0,R,A,0,0,MU,6,NO,45,A,VIN,10,NON_SP
31007903,1a,-73.93935216,45.21639034,45,N,B,5,R,A,2,3,MD,10,NO,40,A,70,10,NON_SP
31007904,1a,-73.94049494,45.21696637,45,Totale,B,0,R,A,0,0,MD,8,NO,55,A,JIN,10,NON_SP
31007905,1a,-73.94214824,45.21780138,45,Totale,B,0,R,A,0,0,MU,6,NO,30,B,50,10,NON_SP
31007906,1a,-73.94312771,45.21829702,45,Totale,B,0,R,A,0,0,MU,5,NO,25,B,VIN,10,NON_SP
31008001,1a,-73.80618309,45.32815359,40,Totale,B,0,R,A,0,0,MU,10,NO,1,C,50,10,NON_SP
31008002,1a,-73.80661528,45.32742354,40,Totale,B,0,R,A,0,0,MU,17,NO,0,D,90,10,NON_SP
31008003,1a,-73.80726118,45.32633296,40,Totale,B,0,R,A,0,0,MU,12,NO,0,C,JIN,10,NON_SP
31008004,1a,-73.80788613,45.32527843,40,Totale,B,0,R,A,0,0,MU,12,NO,1,C,30,10,NON_SP
31008005,1a,-73.80945276,45.32263757,40,Totale,B,0,R,A,0,0,MU,12,NO,0,B,JIN,10,NON_SP
31008006,1a,-73.8104497,45.3209566,40,Totale,B,0,R,A,0,0,MU,14,NO,0,A,50,10,NON_SP
31008101,1a,-73.96500367,45.1086341,60,N,B,5,R,B,6,1,MD,10,NO,70,B,VIN,10,NON_SP
